-0.50186265,-0.01805071,-0.00013638,0.02553792,-0.01554167,0.00519407,0.00000000,0.03550985,0.00000120,-0.02721401,0.01673806,0.03103721,-0.04189743,0.02814386,-0.01119885,0.00000193,0.04850592,0.00000000,-0.06745386,0.04935461,-0.03384339,-0.03185499,0.00000000,0.03518716,-0.06956919,-0.06699865,0.00000000,0.06283142,-0.02727771,-0.01405515,0.06151339,0.06037148,0.09555312,0.00000000,0.00000000,-0.10453911,0.03591624,0.00000005,0.07799377,0.00000013,-0.10572294,-0.07580468,-0.04973049,0.12004857,-0.08354593,0.04501041,-0.13976337,0.16200510,0.00000000,-0.04539279,0.03676382,-0.11497603,0.00000000,0.13095977,0.00000000,-0.16175696,0.12628774,-0.17134221,0.00000000,-0.01854559,0.00000000,0.08045988,0.00549456,-0.16374771,-0.13103967,0.20540538,0.00000000,0.11330158,-0.21064672,-0.16529307,-0.09317413,0.07400008,0.15337233,0.00000000,-0.23917877,0.00000000,-0.00000000,-0.09064908,0.17250478,0.00000000,0.03688555,0.00000000,0.15754880,0.07289640,0.06499966,-0.15667224,0.00000000,0.00000000,-0.30966710,0.00000000,-0.07791750,0.07502462,0.16350440,0.19797022,0.11857659,0.00000000,0.00000000,-0.07720190,-0.28198838,-0.31016335,0.00000000,0.07193023,0.21813135,0.00000000,0.07814472,0.10009105,-0.00740034,-0.02132839,-0.05325455,-0.39104078,0.00000000,-0.24216041,0.25846623,0.20339377,0.00000000,0.33572506,0.28531091,0.00000000,0.62247378,-0.64408095,-0.32167511,-0.30077210,-0.52967606,0.00000000,-0.78972841,0.00000000,0.24879113,0.80325715,0.95908478,1.07994457,0.00000000,0.67658388,-3.07380134,-0.17392100,0.00000000,0.00000000,-4.80148470,-4.21744149,0.00000000,0.00000000
-0.50186290,-0.08145533,0.00815417,0.10684763,-0.05154122,0.04886778,-0.04628407,0.14726940,0.02092534,-0.11928156,0.14015622,0.11685553,-0.16154888,0.08741775,-0.09416707,-0.11623678,0.17951998,0.07308750,-0.24726183,0.06522787,-0.23656703,-0.16066924,-0.03214443,0.25769229,-0.20807228,-0.18297661,0.19113806,0.23003981,-0.10339595,-0.11590535,0.32128014,-0.03389838,0.29941293,0.21275430,-0.07906566,-0.36908227,0.05207989,-0.23333346,0.21356485,0.16081374,-0.07155424,-0.43230554,-0.34707065,0.33799902,-0.24035725,0.44625235,-0.16184063,0.33652811,-0.42036613,-0.14149850,0.19936066,-0.12659286,-0.33866415,0.51978794,0.23362568,-0.58438208,-0.19903101,-0.45809336,-0.09177557,-0.23231785,-0.00244290,-0.03908786,-0.41185024,-0.09699312,-0.68803549,0.23894052,-0.53226166,0.54417532,-0.42715015,-0.51584582,-0.00148862,0.27183403,0.18362637,-0.16783334,-0.32502161,-0.03005562,-0.68509631,0.41625281,0.49042553,-0.34012440,0.17259067,0.37540811,0.30665507,0.10217122,-0.28254978,-0.01259551,-0.60683452,-0.14464667,-0.54338322,-0.03743406,0.46993878,-0.34897452,0.74958916,0.96412821,-0.69628809,0.02435308,-0.39705627,0.34534787,-0.18999737,-0.32680942,1.10031194,1.00189840,1.00387622,-0.35044856,-0.08097593,-0.64982600,0.38059947,0.85053405,0.77707444,-1.17599215,0.02221453,-1.17178013,1.18046235,-0.09128987,-0.21393678,0.79597919,1.28215177,-0.10461611,1.07904832,-1.21131774,-1.34772195,-1.39057761,-1.25582327,0.64161567,-1.39615165,-0.55039692,1.07938113,1.12374645,1.17909333,1.33678974,0.15399745,0.74038449,0.65012636,0.03507074,0.00244122,0.00430026,1.40150583,0.97960001,-0.00877649,0.00177917
-0.50186314,-0.16007662,0.03774273,0.17866303,-0.08984142,0.15088595,-0.18290755,0.22231192,0.08054615,-0.22231860,0.34839023,0.06230360,-0.23355249,0.15572837,-0.24361026,-0.38685510,0.12753391,0.23922439,-0.29655784,-0.26829387,-0.37025630,-0.33530695,-0.09129498,0.49988458,-0.06501719,0.14225220,0.44936890,0.30461452,-0.24569640,-0.28991412,0.09692393,-0.48421798,0.11389502,0.53844306,-0.21748726,-0.41904503,-0.46724157,-0.55681575,-0.00361497,0.13988095,0.50193555,-0.41453566,-0.61223735,0.15467817,0.54628272,0.72252118,0.04559043,-0.38848228,-0.63104280,-0.31609965,0.21830521,0.08397150,-0.93790063,-0.22242717,0.45751491,0.25844013,-0.80438296,-0.36924969,-0.06157882,-0.46534038,0.06929615,-0.95427233,-0.11447964,0.57752073,-0.56213823,-0.76922921,-0.23111188,0.45787844,-0.12046363,-0.42469041,0.90236762,0.38394123,-0.97983392,0.01809281,0.60377467,-0.51651658,-0.62507799,0.34201287,0.08707436,-0.35372494,-0.15346050,0.76480864,-0.50395212,-0.66097718,-0.61258422,0.83044942,-0.35609761,-0.05478296,-0.18568807,-0.21186857,0.15763562,-0.72285596,0.29747662,0.44053140,-0.68501834,0.02759801,0.21520935,0.18647261,-0.10821120,-0.07251347,-0.08724987,0.00843673,0.15311811,0.05950758,0.00716334,0.52967844,-0.13288769,-0.93051164,-0.79743154,0.46444723,-0.01306525,0.24625714,-0.25585854,0.94548812,0.41742881,-0.74504068,-0.68614339,-0.00351385,-0.59101513,0.25445274,0.94228898,1.12099019,0.99011280,-0.65583649,0.87542579,0.68315979,-1.24889142,-0.85906936,-1.12858717,-1.21312995,-0.25017492,-0.75686779,-0.20990978,-0.00957657,-0.00444076,-0.00465092,-0.15806873,-0.32913981,0.01033280,-0.00328191
-0.50186326,-0.20277445,0.08392634,0.16165050,-0.10480649,0.26196149,-0.31929352,0.13635588,0.14124639,-0.26606818,0.39389325,-0.18638054,-0.17455119,0.19243233,-0.33242147,-0.44684298,-0.22464419,0.32227668,-0.12274378,-0.59336824,0.01236817,-0.40439980,-0.11674726,0.38878821,0.23355928,0.61816452,0.05024819,0.19966362,-0.26379803,-0.38875608,-0.70265753,-0.23478321,-0.27934779,0.39194341,-0.25208234,-0.15030069,-0.84557538,-0.04427040,0.09003112,-0.40405930,0.55226721,0.17042366,-0.42050059,-0.19361230,0.83396263,-0.30162504,-0.64951311,-0.57807566,0.16095278,-0.32577674,0.22218803,-0.09913924,-0.31228814,-0.69048729,-0.76315562,0.61827556,0.12132676,-0.27336059,-0.08733938,-0.26446735,0.20222695,0.31069086,1.09853892,0.48279735,0.12988648,0.14243806,0.67155384,0.37178712,0.05524663,-0.02018987,0.15038660,0.12595995,0.18060862,1.03896904,-0.19190584,0.66537657,0.57409021,-0.75091319,0.14361595,-0.18585178,-0.29410648,-0.20322249,0.08132881,-0.15093810,1.35168782,-0.49597504,0.45190416,-0.43331867,-0.12989398,0.18958857,-0.22869496,1.13869054,-0.11160536,-0.17518387,0.74602001,-0.22928538,-0.35625294,-1.04770489,-0.00932417,0.09887381,-0.58312408,-0.35985494,-0.42774018,0.06257097,0.67861657,-0.21381451,-0.01904569,0.79578166,0.60051340,-0.16656521,-0.03857028,0.32359066,-0.27597118,-1.35666823,-0.78718371,0.94599696,0.14906197,0.16796367,-0.03908113,0.58861091,-0.51740749,-0.73599184,-0.77797367,0.54426423,-0.31783109,-0.76210730,1.40670186,0.59341511,0.50718679,1.00860688,0.38362575,0.73208386,0.08796626,0.00065953,0.00876265,-0.00239285,0.42836382,0.14152846,-0.01578728,0.00621502
-0.50186329,-0.20183889,0.13303274,0.06355737,-0.10499568,0.32931530,-0.34559901,-0.06673347,0.17519725,-0.26679579,0.17174644,-0.41274182,-0.05884018,0.20448886,-0.34234538,-0.10954279,-0.51070803,0.28506274,0.07277361,-0.32163677,0.54754947,-0.36997574,-0.14239801,0.11810326,0.36143099,0.33225587,-0.63743383,0.05958669,-0.16207387,-0.41142772,-0.53172039,0.66967739,-0.36838516,0.05127563,-0.23489113,0.08490412,-0.17907360,0.35912783,0.77925970,-0.33900683,0.13855861,0.37722903,-0.11848412,-0.32518466,-0.62807080,-0.54890692,-0.63238859,-0.08667381,0.41778039,-0.30269319,0.54201956,0.34370229,0.48223348,0.64157990,-0.67967941,-0.03025479,0.41975065,-0.03606400,-0.32416805,-0.35226882,0.21839389,1.04309744,-0.67461543,0.11890725,0.39446706,0.28610757,0.02775730,0.32174060,0.35448406,0.00733307,0.17415378,0.32442775,0.80006789,-0.94397725,0.23472827,0.71570788,-0.12020831,0.20789613,-0.28215077,-0.19654743,0.15586060,0.20269139,-0.40000055,1.14465442,-0.80375436,-0.08528340,-0.38309151,0.48817438,0.16895997,-0.05473300,0.93199602,-0.63926389,-0.15586935,-0.13698095,0.11075232,0.54235567,-0.12915995,1.48241429,0.11513800,0.13842425,0.30492589,0.20778700,0.16697259,-0.03697647,-1.55128406,-0.06077080,-0.00984284,-0.33583493,-0.34014626,0.14001697,0.10947276,-0.51771764,0.21006599,0.97667317,1.29407662,-1.20744412,0.16893050,-0.30569051,-0.13341118,-1.05548639,0.23783114,0.25715862,0.70519656,-0.30826178,-0.17747549,0.72175900,-1.52819247,-0.44316723,-0.34716835,-0.81495643,-0.56217385,-0.72581388,-0.03943184,0.00608102,-0.01809304,0.00610144,0.23872735,-0.07162482,0.02800868,-0.01333739
-0.50186329,-0.17097283,0.17091758,-0.06351379,-0.10492011,0.32935767,-0.23455820,-0.26239395,0.19271908,-0.25441967,-0.17154082,-0.41273071,0.05892422,0.20441167,-0.34238809,0.34138204,-0.39525108,0.19851091,0.21703883,0.32091730,0.54841088,-0.33905968,-0.20440154,-0.11858063,0.36046922,-0.43652657,-0.57205380,-0.05989862,-0.16210254,-0.41157379,0.53130575,0.67008060,-0.31437488,-0.19739403,-0.17008009,0.18299042,0.24492156,-0.31799893,0.75599873,0.38854686,-0.13588145,0.37781703,0.11931438,-0.32512094,-0.62796198,0.54810812,0.63254837,0.08936321,0.41666723,-0.30341513,0.54215238,0.59061569,0.04705982,0.18270742,0.91606913,0.02961733,0.41833558,0.30187792,-0.12418171,-0.41087777,0.06142402,-1.04345326,-0.67512862,-0.12195033,0.39401099,0.26206554,0.11289309,-0.33052429,0.35212632,-0.01794304,0.16162210,0.32621732,-1.08665638,-0.59414522,-0.60533729,-0.40104514,-0.07538435,-0.22122721,-0.33682577,0.06990917,-0.17115773,-0.18962334,0.39521664,-1.14983681,-0.80389669,-0.42429057,0.27836774,-0.29496850,-0.15310725,0.16891759,-0.93134768,0.63839728,0.15565777,-0.13910945,-0.50795355,-0.22172164,1.09310195,-1.00935286,-0.10681513,0.14726641,0.28598384,-0.22695444,0.02238546,0.17584183,1.54955636,0.04363137,0.04327353,-0.33647901,0.34014972,-0.12417886,-0.12672306,0.51779821,0.16453570,-0.08175371,-1.62772270,1.20620451,-0.24294703,0.24906399,-0.01535679,1.06339791,-0.23783832,0.26481232,-0.76909112,0.03059125,0.56220615,-0.48865870,1.52783039,0.44203384,-0.34622142,0.63135569,0.76294026,0.72622857,0.01940601,-0.01711233,0.03959262,-0.01474303,0.23802812,0.05010900,-0.06423348,0.02887487
-0.50186326,-0.12305737,0.18174603,-0.16161715,-0.10473600,0.26203797,-0.04660209,-0.34400233,0.20340752,-0.22219305,-0.39379038,-0.18638795,0.17497541,0.19248696,-0.33236368,0.49982445,0.01770846,0.04424387,0.34166644,0.59409287,0.01386933,-0.33899544,-0.24800913,-0.38946371,0.23178887,-0.60167625,0.15404215,-0.19973459,-0.26401549,-0.38891461,0.70304842,-0.23421814,-0.09305495,-0.47156487,0.03980267,0.29097494,-0.40858352,-0.74161288,0.06381979,0.40901576,-0.55114343,0.17396189,0.42100520,-0.19264513,0.83406794,0.30096023,0.64962787,0.57882576,0.15562259,-0.32622068,0.22230449,-0.31767393,0.07575010,-0.99091979,0.27985666,-0.61817635,0.12209401,0.20782371,0.19837031,-0.33234804,0.01641864,-0.31128015,1.10037470,-0.47882924,0.13152869,0.44549764,-0.52072155,-0.37151233,0.05051790,0.01666957,0.14970018,0.12144015,0.18463226,1.03614169,-0.66887659,0.12888191,0.58432855,0.73675753,0.05921244,0.22729320,0.14454616,0.32618722,-0.08351485,0.14843632,1.35426901,0.01663402,-0.48247484,0.66346549,0.19357715,-0.02576742,0.22844193,-1.13809018,0.11199612,-0.17338821,0.38066880,-0.68245550,-1.04700339,0.35997253,0.01652914,0.09950706,-0.55762428,0.39881588,-0.07021260,-0.42991222,-0.67586445,0.14519337,0.15865375,0.79696777,-0.59919820,0.05598539,0.15870090,-0.32557931,-0.24093308,-0.53315206,1.48479747,-0.94105772,0.19715707,0.09783973,-0.10434697,-0.58354217,0.51386414,-0.74126741,0.93525612,0.15076442,-0.82668288,0.06854407,-1.40418186,-0.58931593,0.50826708,-0.46878926,-0.97099118,-0.73104806,-0.01028434,0.03907566,-0.08740162,0.03051065,0.43000655,-0.06059357,0.13924025,-0.06394084
-0.50186314,-0.06915798,0.14925078,-0.17870676,-0.08974044,0.15095659,0.09721714,-0.27100596,0.18245026,-0.15043150,-0.34833546,0.06225506,0.23429279,0.15571621,-0.24352672,0.27806965,0.29794111,-0.14775038,0.35063903,0.26976129,-0.36958506,-0.27651679,-0.20963027,-0.50033265,-0.06539153,-0.06423184,0.46672474,-0.30451013,-0.24574022,-0.29010043,-0.09675887,-0.48418889,0.32491911,-0.44392888,0.30054436,0.36420044,-0.70459011,-0.17754015,0.00520328,-0.14068398,-0.50510777,-0.41147387,0.61194433,0.15562210,0.54545116,-0.72207357,-0.04547731,0.38216418,-0.63453082,-0.31588570,0.21828425,-0.76083291,0.55436408,0.05398813,-0.50575325,-0.25854103,-0.80383099,0.23021030,0.29426916,-0.39876880,0.24816414,0.95620322,-0.11185555,-0.57742224,-0.56083263,-0.78568068,-0.16930530,-0.45605441,-0.12183538,0.42804137,0.91444913,0.38718248,0.93211547,-0.33326194,0.56081846,-0.54613073,-0.62823354,-0.31721697,-0.05792425,0.35945281,-0.77829267,0.01069943,0.51731752,0.67323492,-0.61778705,0.43631822,0.24699822,-0.75007567,-0.05028935,-0.34148538,-0.15691883,0.72338861,-0.29711882,0.44025624,-0.17071327,0.66575066,0.27937192,0.05559928,0.10396902,-0.08596063,-0.08006146,-0.00280904,0.09837762,0.12516029,-0.00675384,-0.21533882,-0.50154106,-0.93265611,0.79630768,-0.03834893,-0.46033049,-0.24662265,-0.27546051,0.46254797,-0.91505532,0.72645206,-0.18912933,-0.66393138,-0.61593398,-0.15676741,-0.94318744,1.12241537,-1.17688683,-0.15847283,1.01394839,0.46269627,1.24620090,0.85190264,-1.13393646,0.35231864,1.18783935,0.75542420,0.00884872,-0.09480547,0.20995150,-0.08079075,-0.16170474,0.11765047,-0.33114497,0.15220423
-0.50186290,-0.02426166,0.07812869,-0.10686050,-0.05156845,0.04882249,0.10276024,-0.11521820,0.10543450,-0.05985473,-0.14015872,0.11689710,0.16195371,0.08752527,-0.09403076,0.01564801,0.21354677,-0.18288544,0.18129994,-0.06437937,-0.23664893,-0.12339270,-0.10764116,-0.25778551,-0.20764716,0.21311824,0.15740072,-0.23008617,-0.10334794,-0.11583731,-0.32186150,-0.03384817,0.36024712,-0.07110409,0.30860294,0.21732920,-0.18719782,0.14837843,0.22349460,-0.14755781,0.06795776,-0.43328566,0.34618807,0.33740488,-0.24072683,-0.44572885,0.16219809,-0.34085509,-0.41725571,-0.14235745,0.19955218,-0.35585071,0.06619963,0.56436035,0.07859186,0.58385374,-0.19884393,0.30026001,0.35801238,-0.17651319,0.15224795,0.03800728,-0.41436104,0.09486291,-0.68875853,-0.04712983,0.57816073,-0.53638889,-0.41645725,0.52339610,0.00231378,0.27248487,-0.24267265,-0.08832627,-0.03458775,0.29892695,-0.68947803,-0.43119311,0.31788932,0.50507940,-0.33942406,-0.23853500,-0.31159572,-0.10444500,-0.28607324,-0.30713158,-0.27769129,-0.49462977,0.10023789,-0.55580341,-0.47059932,0.34844336,-0.74666254,0.96565408,-0.16896029,0.67476369,0.02990157,-0.52384194,0.16724302,-0.33712182,1.01560040,-1.07349616,-0.02772120,1.07386181,0.06971510,0.08965225,0.74425879,0.85396239,-0.77735601,0.10920465,1.17188155,1.17879353,1.18378320,0.04837102,0.17673874,-0.76301497,0.25206106,1.27500052,1.20878911,1.02169546,1.35516918,-1.38811081,1.41401553,0.02914724,-1.13669905,-0.98652446,-1.07949957,-1.11578766,1.18714422,-0.26591830,-1.32166429,-0.73907975,-0.01490841,0.29386204,-0.64977410,0.24732253,1.41169791,-0.33575057,0.98951419,-0.45597192
-0.50186265,-0.00350108,0.01771807,-0.02553781,-0.01550246,0.00519876,0.03048452,-0.01820207,0.02563844,-0.00912381,-0.01673514,0.03103509,0.04196811,0.02813081,-0.01118900,-0.02328347,0.04255200,-0.05933145,0.03192413,-0.04927530,-0.03393278,-0.01948468,-0.02520483,-0.03514236,-0.06938731,0.06616871,-0.01135947,-0.06286271,-0.02725882,-0.01403759,-0.06176861,0.06022396,0.08708646,0.03922651,0.09618458,0.04089807,0.01564558,0.03224898,0.07790908,0.00482647,0.10499912,-0.07659771,0.04946909,0.12015556,-0.08359922,-0.04494226,0.13999818,-0.16216058,0.00130279,-0.04494930,0.03669459,-0.05944303,-0.09847951,0.11085105,0.06955191,0.16186158,0.12581312,0.08234048,0.15026997,-0.01423789,0.01201125,-0.08096875,0.00524160,0.16345985,-0.13156438,0.17900069,0.09756144,-0.10947340,-0.20660489,0.16966887,-0.09217832,0.06878781,-0.14916055,0.05538017,-0.04454524,0.24930859,-0.00824515,0.08363690,0.15941329,0.06783292,0.00603379,-0.03631304,-0.16080690,-0.07550399,0.06415054,-0.15902084,-0.08610066,0.11193740,0.06577840,-0.29005677,0.07808580,-0.07503704,-0.16223421,0.19858528,0.02463702,-0.11611777,-0.06124278,0.04748161,0.26072424,-0.33518189,-0.00249632,-0.07106612,0.06349230,0.20756807,-0.07971923,-0.05563541,-0.08417135,-0.02060469,0.05324768,0.04224299,0.38932146,0.24342165,0.25601536,0.15285738,-0.14044336,-0.32497209,0.08547046,0.27856892,0.69192966,0.54926148,0.32440154,-0.30092808,0.47651867,-0.23085801,-0.36786038,-0.70124493,-0.24727596,-0.80197184,0.97881456,-0.09797891,-1.07358040,-0.67408501,0.04901545,-1.38978836,3.06903435,-1.16999067,-4.84293817,1.41499381,-4.26438262,1.96075071
